id,wmi_class,wmi_scope
489,"Msft_WmiProvider_ExecQueryAsyncEvent_Post
",\ROOT\CIMV2
490,"Msft_WmiProvider_ExecQueryAsyncEvent_Pre
",\ROOT\CIMV2
491,"Msft_WmiProvider_GetObjectAsyncEvent_Post
",\ROOT\CIMV2
492,"Msft_WmiProvider_GetObjectAsyncEvent_Pre
",\ROOT\CIMV2
493,"Msft_WmiProvider_InitializationOperationEvent
",\ROOT\CIMV2
494,"Msft_WmiProvider_InitializationOperationFailureEvent
",\ROOT\CIMV2
495,"Msft_WmiProvider_LoadOperationEvent
",\ROOT\CIMV2
496,"Msft_WmiProvider_LoadOperationFailureEvent
",\ROOT\CIMV2
497,"Msft_WmiProvider_NewQuery_Post
",\ROOT\CIMV2
498,"Msft_WmiProvider_NewQuery_Pre
",\ROOT\CIMV2
499,"Msft_WmiProvider_OperationEvent
",\ROOT\CIMV2
500,"Msft_WmiProvider_OperationEvent_Post
",\ROOT\CIMV2
501,"Msft_WmiProvider_OperationEvent_Pre
",\ROOT\CIMV2
502,"Msft_WmiProvider_ProvideEvents_Post
",\ROOT\CIMV2
503,"Msft_WmiProvider_ProvideEvents_Pre
",\ROOT\CIMV2
504,"Msft_WmiProvider_PutClassAsyncEvent_Post
",\ROOT\CIMV2
505,"Msft_WmiProvider_PutClassAsyncEvent_Pre
",\ROOT\CIMV2
506,"Msft_WmiProvider_PutInstanceAsyncEvent_Post
",\ROOT\CIMV2
507,"Msft_WmiProvider_PutInstanceAsyncEvent_Pre
",\ROOT\CIMV2
508,"Msft_WmiProvider_UnLoadOperationEvent
",\ROOT\CIMV2
509,"MSFT_WmiProviderEvent
",\ROOT\CIMV2
510,"MSFT_WmiRegisterNotificationSink
",\ROOT\CIMV2
511,"MSFT_WmiSelfEvent
",\ROOT\CIMV2
512,"MSFT_WmiThreadPoolEvent
",\ROOT\CIMV2
513,"MSFT_WmiThreadPoolThreadCreated
",\ROOT\CIMV2
514,"MSFT_WmiThreadPoolThreadDeleted
",\ROOT\CIMV2
515,"NTEventlogProviderConfig
",\ROOT\CIMV2
516,"RegistryEvent
",\ROOT\CIMV2
517,"RegistryKeyChangeEvent
",\ROOT\CIMV2
518,"RegistryTreeChangeEvent
",\ROOT\CIMV2
519,"RegistryValueChangeEvent
",\ROOT\CIMV2
520,"ScriptingStandardConsumerSetting
",\ROOT\CIMV2
521,"SoftwareLicensingProduct
",\ROOT\CIMV2
522,"SoftwareLicensingService
",\ROOT\CIMV2
523,"SoftwareLicensingTokenActivationLicense
",\ROOT\CIMV2
524,"StdRegProv
",\ROOT\CIMV2
525,"Win32_1394Controller
",\ROOT\CIMV2
526,"Win32_1394ControllerDevice
",\ROOT\CIMV2
527,"Win32_Account
",\ROOT\CIMV2
528,"Win32_AccountSID
",\ROOT\CIMV2
529,"Win32_ACE
",\ROOT\CIMV2
530,"Win32_ActionCheck
",\ROOT\CIMV2
531,"Win32_ActiveRoute
",\ROOT\CIMV2
532,"Win32_AllocatedResource
",\ROOT\CIMV2
533,"Win32_ApplicationCommandLine
",\ROOT\CIMV2
534,"Win32_ApplicationService
",\ROOT\CIMV2
535,"Win32_AssociatedProcessorMemory
",\ROOT\CIMV2
536,"Win32_AutochkSetting
",\ROOT\CIMV2
537,"Win32_BaseBoard
",\ROOT\CIMV2
538,"Win32_BaseService
",\ROOT\CIMV2
539,"Win32_Battery
",\ROOT\CIMV2
540,"Win32_Binary
",\ROOT\CIMV2
541,"Win32_BindImageAction
",\ROOT\CIMV2
542,"Win32_BIOS
",\ROOT\CIMV2
543,"Win32_BootConfiguration
",\ROOT\CIMV2
544,"Win32_Bus
",\ROOT\CIMV2
545,"Win32_CacheMemory
",\ROOT\CIMV2
546,"Win32_CDROMDrive
",\ROOT\CIMV2
547,"Win32_CheckCheck
",\ROOT\CIMV2
548,"Win32_CIMLogicalDeviceCIMDataFile
",\ROOT\CIMV2
549,"Win32_ClassicCOMApplicationClasses
",\ROOT\CIMV2
550,"Win32_ClassicCOMClass
",\ROOT\CIMV2
551,"Win32_ClassicCOMClassSetting
",\ROOT\CIMV2
552,"Win32_ClassicCOMClassSettings
",\ROOT\CIMV2
553,"Win32_ClassInfoAction
",\ROOT\CIMV2
554,"Win32_ClientApplicationSetting
",\ROOT\CIMV2
555,"Win32_ClusterShare
",\ROOT\CIMV2
556,"Win32_CodecFile
",\ROOT\CIMV2
557,"Win32_CollectionStatistics
",\ROOT\CIMV2
558,"Win32_COMApplication
",\ROOT\CIMV2
559,"Win32_COMApplicationClasses
",\ROOT\CIMV2
560,"Win32_COMApplicationSettings
",\ROOT\CIMV2
561,"Win32_COMClass
",\ROOT\CIMV2
562,"Win32_ComClassAutoEmulator
",\ROOT\CIMV2
563,"Win32_ComClassEmulator
",\ROOT\CIMV2
564,"Win32_CommandLineAccess
",\ROOT\CIMV2
565,"Win32_ComponentCategory
",\ROOT\CIMV2
566,"Win32_ComputerShutdownEvent
",\ROOT\CIMV2
567,"Win32_ComputerSystem
",\ROOT\CIMV2
568,"Win32_ComputerSystemEvent
",\ROOT\CIMV2
569,"Win32_ComputerSystemProcessor
",\ROOT\CIMV2
570,"Win32_ComputerSystemProduct
",\ROOT\CIMV2
571,"Win32_COMSetting
",\ROOT\CIMV2
572,"Win32_Condition
",\ROOT\CIMV2
573,"Win32_ConnectionShare
",\ROOT\CIMV2
574,"Win32_ControllerHasHub
",\ROOT\CIMV2
575,"Win32_CreateFolderAction
",\ROOT\CIMV2
576,"Win32_CurrentProbe
",\ROOT\CIMV2
577,"Win32_CurrentTime
",\ROOT\CIMV2
578,"Win32_DCOMApplication
",\ROOT\CIMV2
579,"Win32_DCOMApplicationAccessAllowedSetting
",\ROOT\CIMV2
580,"Win32_DCOMApplicationLaunchAllowedSetting
",\ROOT\CIMV2
581,"Win32_DCOMApplicationSetting
",\ROOT\CIMV2
582,"Win32_DefragAnalysis
",\ROOT\CIMV2
583,"Win32_DependentService
",\ROOT\CIMV2
584,"Win32_Desktop
",\ROOT\CIMV2
585,"Win32_DesktopMonitor
",\ROOT\CIMV2
586,"Win32_DeviceBus
",\ROOT\CIMV2
587,"Win32_DeviceChangeEvent
",\ROOT\CIMV2
588,"Win32_DeviceMemoryAddress
",\ROOT\CIMV2
589,"Win32_DeviceSettings
",\ROOT\CIMV2
590,"Win32_DfsNode
",\ROOT\CIMV2
591,"Win32_DfsNodeTarget
",\ROOT\CIMV2
592,"Win32_DfsTarget
",\ROOT\CIMV2
593,"Win32_Directory
",\ROOT\CIMV2
594,"Win32_DirectorySpecification
",\ROOT\CIMV2
595,"Win32_DiskDrive
",\ROOT\CIMV2
596,"Win32_DiskDrivePhysicalMedia
",\ROOT\CIMV2
597,"Win32_DiskDriveToDiskPartition
",\ROOT\CIMV2
598,"Win32_DiskPartition
",\ROOT\CIMV2
599,"Win32_DiskQuota
",\ROOT\CIMV2
600,"Win32_DisplayConfiguration
",\ROOT\CIMV2
601,"Win32_DisplayControllerConfiguration
",\ROOT\CIMV2
602,"Win32_DMAChannel
",\ROOT\CIMV2
603,"Win32_DriverForDevice
",\ROOT\CIMV2
604,"Win32_DuplicateFileAction
",\ROOT\CIMV2
605,"Win32_Environment
",\ROOT\CIMV2
606,"Win32_EnvironmentSpecification
",\ROOT\CIMV2
607,"Win32_ExtensionInfoAction
",\ROOT\CIMV2
608,"Win32_Fan
",\ROOT\CIMV2
609,"Win32_FileSpecification
",\ROOT\CIMV2
610,"Win32_FolderRedirection
",\ROOT\CIMV2
611,"Win32_FolderRedirectionHealth
",\ROOT\CIMV2
612,"Win32_FolderRedirectionHealthConfiguration
",\ROOT\CIMV2
613,"Win32_FolderRedirectionUserConfiguration
",\ROOT\CIMV2
614,"Win32_FontInfoAction
",\ROOT\CIMV2
615,"Win32_Group
",\ROOT\CIMV2
616,"Win32_GroupInDomain
",\ROOT\CIMV2
617,"Win32_GroupUser
",\ROOT\CIMV2
618,"Win32_HeatPipe
",\ROOT\CIMV2
619,"Win32_IDEController
",\ROOT\CIMV2
620,"Win32_IDEControllerDevice
",\ROOT\CIMV2
621,"Win32_ImplementedCategory
",\ROOT\CIMV2
622,"Win32_InfraredDevice
",\ROOT\CIMV2
623,"Win32_IniFileSpecification
",\ROOT\CIMV2
624,"Win32_InstalledProgramFramework
",\ROOT\CIMV2
625,"Win32_InstalledSoftwareElement
",\ROOT\CIMV2
626,"Win32_InstalledStoreProgram
",\ROOT\CIMV2
627,"Win32_InstalledWin32Program
",\ROOT\CIMV2
628,"Win32_IP4PersistedRouteTable
",\ROOT\CIMV2
629,"Win32_IP4RouteTable
",\ROOT\CIMV2
630,"Win32_IP4RouteTableEvent
",\ROOT\CIMV2
631,"Win32_IRQResource
",\ROOT\CIMV2
632,"Win32_JobObjectStatus
",\ROOT\CIMV2
633,"Win32_Keyboard
",\ROOT\CIMV2
634,"Win32_LaunchCondition
",\ROOT\CIMV2
635,"Win32_LoadOrderGroup
",\ROOT\CIMV2
636,"Win32_LoadOrderGroupServiceDependencies
",\ROOT\CIMV2
637,"Win32_LoadOrderGroupServiceMembers
",\ROOT\CIMV2
638,"Win32_LocalTime
",\ROOT\CIMV2
639,"Win32_LoggedOnUser
",\ROOT\CIMV2
640,"Win32_LogicalDisk
",\ROOT\CIMV2
641,"Win32_LogicalDiskRootDirectory
",\ROOT\CIMV2
642,"Win32_LogicalDiskToPartition
",\ROOT\CIMV2
643,"Win32_LogicalFileAccess
",\ROOT\CIMV2
644,"Win32_LogicalFileAuditing
",\ROOT\CIMV2
645,"Win32_LogicalFileGroup
",\ROOT\CIMV2
646,"Win32_LogicalFileOwner
",\ROOT\CIMV2
647,"Win32_LogicalFileSecuritySetting
",\ROOT\CIMV2
648,"Win32_LogicalProgramGroup
",\ROOT\CIMV2
649,"Win32_LogicalProgramGroupDirectory
",\ROOT\CIMV2
650,"Win32_LogicalProgramGroupItem
",\ROOT\CIMV2
651,"Win32_LogicalProgramGroupItemDataFile
",\ROOT\CIMV2
652,"Win32_LogicalShareAccess
",\ROOT\CIMV2
653,"Win32_LogicalShareAuditing
",\ROOT\CIMV2
654,"Win32_LogicalShareSecuritySetting
",\ROOT\CIMV2
655,"Win32_LogonSession
",\ROOT\CIMV2
656,"Win32_LogonSessionMappedDisk
",\ROOT\CIMV2
657,"Win32_LUID
",\ROOT\CIMV2
658,"Win32_LUIDandAttributes
",\ROOT\CIMV2
659,"Win32_ManagedSystemElementResource
",\ROOT\CIMV2
660,"Win32_MappedLogicalDisk
",\ROOT\CIMV2
661,"Win32_MemoryArray
",\ROOT\CIMV2
662,"Win32_MemoryArrayLocation
",\ROOT\CIMV2
663,"Win32_MemoryDevice
",\ROOT\CIMV2
664,"Win32_MemoryDeviceArray
",\ROOT\CIMV2
665,"Win32_MemoryDeviceLocation
",\ROOT\CIMV2
666,"Win32_MethodParameterClass
",\ROOT\CIMV2
667,"Win32_MIMEInfoAction
",\ROOT\CIMV2
668,"Win32_ModuleLoadTrace
",\ROOT\CIMV2
669,"Win32_ModuleTrace
",\ROOT\CIMV2
670,"Win32_MotherboardDevice
",\ROOT\CIMV2
671,"Win32_MountPoint
",\ROOT\CIMV2
672,"Win32_MoveFileAction
",\ROOT\CIMV2
673,"Win32_MSIResource
",\ROOT\CIMV2
674,"Win32_NamedJobObject
",\ROOT\CIMV2
675,"Win32_NamedJobObjectActgInfo
",\ROOT\CIMV2
676,"Win32_NamedJobObjectLimit
",\ROOT\CIMV2
677,"Win32_NamedJobObjectLimitSetting
",\ROOT\CIMV2
678,"Win32_NamedJobObjectProcess
",\ROOT\CIMV2
679,"Win32_NamedJobObjectSecLimit
",\ROOT\CIMV2
680,"Win32_NamedJobObjectSecLimitSetting
",\ROOT\CIMV2
681,"Win32_NamedJobObjectStatistics
",\ROOT\CIMV2
682,"Win32_NetworkAdapter
",\ROOT\CIMV2
683,"Win32_NetworkAdapterConfiguration
",\ROOT\CIMV2
684,"Win32_NetworkAdapterSetting
",\ROOT\CIMV2
685,"Win32_NetworkClient
",\ROOT\CIMV2
686,"Win32_NetworkConnection
",\ROOT\CIMV2
687,"Win32_NetworkLoginProfile
",\ROOT\CIMV2
688,"Win32_NetworkProtocol
",\ROOT\CIMV2
689,"Win32_NTDomain
",\ROOT\CIMV2
690,"Win32_NTEventlogFile
",\ROOT\CIMV2
691,"Win32_NTLogEvent
",\ROOT\CIMV2
692,"Win32_NTLogEventComputer
",\ROOT\CIMV2
693,"Win32_NTLogEventLog
",\ROOT\CIMV2
694,"Win32_NTLogEventUser
",\ROOT\CIMV2
695,"Win32_ODBCAttribute
",\ROOT\CIMV2
696,"Win32_ODBCDataSourceAttribute
",\ROOT\CIMV2
697,"Win32_ODBCDataSourceSpecification
",\ROOT\CIMV2
698,"Win32_ODBCDriverAttribute
",\ROOT\CIMV2
699,"Win32_ODBCDriverSoftwareElement
",\ROOT\CIMV2
700,"Win32_ODBCDriverSpecification
",\ROOT\CIMV2
701,"Win32_ODBCSourceAttribute
",\ROOT\CIMV2
702,"Win32_ODBCTranslatorSpecification
",\ROOT\CIMV2
703,"Win32_OfflineFilesAssociatedItems
",\ROOT\CIMV2
704,"Win32_OfflineFilesBackgroundSync
",\ROOT\CIMV2
705,"Win32_OfflineFilesCache
",\ROOT\CIMV2
706,"Win32_OfflineFilesChangeInfo
",\ROOT\CIMV2
707,"Win32_OfflineFilesConnectionInfo
",\ROOT\CIMV2
708,"Win32_OfflineFilesDirtyInfo
",\ROOT\CIMV2
709,"Win32_OfflineFilesDiskSpaceLimit
",\ROOT\CIMV2
710,"Win32_OfflineFilesFileSysInfo
",\ROOT\CIMV2
711,"Win32_OfflineFilesHealth
",\ROOT\CIMV2
712,"Win32_OfflineFilesItem
",\ROOT\CIMV2
713,"Win32_OfflineFilesMachineConfiguration
",\ROOT\CIMV2
714,"Win32_OfflineFilesPinInfo
",\ROOT\CIMV2
715,"Win32_OfflineFilesSuspendInfo
",\ROOT\CIMV2
716,"Win32_OfflineFilesUserConfiguration
",\ROOT\CIMV2
717,"Win32_OnBoardDevice
",\ROOT\CIMV2
718,"Win32_OperatingSystem
",\ROOT\CIMV2
719,"Win32_OperatingSystemAutochkSetting
",\ROOT\CIMV2
720,"Win32_OperatingSystemQFE
",\ROOT\CIMV2
721,"Win32_OptionalFeature
",\ROOT\CIMV2
722,"Win32_OSRecoveryConfiguration
",\ROOT\CIMV2
723,"Win32_PageFile
",\ROOT\CIMV2
724,"Win32_PageFileElementSetting
",\ROOT\CIMV2
725,"Win32_PageFileSetting
",\ROOT\CIMV2
726,"Win32_PageFileUsage
",\ROOT\CIMV2
727,"Win32_ParallelPort
",\ROOT\CIMV2
728,"Win32_Patch
",\ROOT\CIMV2
729,"Win32_PatchFile
",\ROOT\CIMV2
730,"Win32_PatchPackage
",\ROOT\CIMV2
731,"Win32_PCMCIAController
",\ROOT\CIMV2
732,"Win32_Perf
",\ROOT\CIMV2
733,"Win32_PerfFormattedData
",\ROOT\CIMV2
734,"Win32_PerfRawData
",\ROOT\CIMV2
735,"Win32_PhysicalMedia
",\ROOT\CIMV2
736,"Win32_PhysicalMemory
",\ROOT\CIMV2
737,"Win32_PhysicalMemoryArray
",\ROOT\CIMV2
738,"Win32_PhysicalMemoryLocation
",\ROOT\CIMV2
739,"Win32_PingStatus
",\ROOT\CIMV2
740,"Win32_PNPAllocatedResource
",\ROOT\CIMV2
741,"Win32_PnPDevice
",\ROOT\CIMV2
742,"Win32_PnPDeviceProperty
",\ROOT\CIMV2
743,"Win32_PnPDevicePropertyBinary
",\ROOT\CIMV2
744,"Win32_PnPDevicePropertyBoolean
",\ROOT\CIMV2
745,"Win32_PnPDevicePropertyBooleanArray
",\ROOT\CIMV2
746,"Win32_PnPDevicePropertyDateTime
",\ROOT\CIMV2
747,"Win32_PnPDevicePropertyReal32
",\ROOT\CIMV2
748,"Win32_PnPDevicePropertyReal32Array
",\ROOT\CIMV2
749,"Win32_PnPDevicePropertyReal64
",\ROOT\CIMV2
750,"Win32_PnPDevicePropertyReal64Array
",\ROOT\CIMV2
751,"Win32_PnPDevicePropertySecurityDescriptor
",\ROOT\CIMV2
752,"Win32_PnPDevicePropertySecurityDescriptorArray
",\ROOT\CIMV2
753,"Win32_PnPDevicePropertySint16
",\ROOT\CIMV2
754,"Win32_PnPDevicePropertySint16Array
",\ROOT\CIMV2
755,"Win32_PnPDevicePropertySint32
",\ROOT\CIMV2
756,"Win32_PnPDevicePropertySint32Array
",\ROOT\CIMV2
757,"Win32_PnPDevicePropertySint64
",\ROOT\CIMV2
758,"Win32_PnPDevicePropertySint8
",\ROOT\CIMV2
759,"Win32_PnPDevicePropertySint8Array
",\ROOT\CIMV2
760,"Win32_PnPDevicePropertyString
",\ROOT\CIMV2
761,"Win32_PnPDevicePropertyStringArray
",\ROOT\CIMV2
762,"Win32_PnPDevicePropertyUint16
",\ROOT\CIMV2
763,"Win32_PnPDevicePropertyUint16Array
",\ROOT\CIMV2
764,"Win32_PnPDevicePropertyUint32
",\ROOT\CIMV2
765,"Win32_PnPDevicePropertyUint32Array
",\ROOT\CIMV2
766,"Win32_PnPDevicePropertyUint64
",\ROOT\CIMV2
767,"Win32_PnPDevicePropertyUint8
",\ROOT\CIMV2
768,"Win32_PnPEntity
",\ROOT\CIMV2
769,"Win32_PnPSignedDriver
",\ROOT\CIMV2
770,"Win32_PnPSignedDriverCIMDataFile
",\ROOT\CIMV2
771,"Win32_PointingDevice
",\ROOT\CIMV2
772,"Win32_PortableBattery
",\ROOT\CIMV2
773,"Win32_PortConnector
",\ROOT\CIMV2
774,"Win32_PortResource
",\ROOT\CIMV2
775,"Win32_POTSModem
",\ROOT\CIMV2
776,"Win32_POTSModemToSerialPort
",\ROOT\CIMV2
777,"Win32_PowerManagementEvent
",\ROOT\CIMV2
778,"Win32_Printer
",\ROOT\CIMV2
779,"Win32_PrinterConfiguration
",\ROOT\CIMV2
780,"Win32_PrinterController
",\ROOT\CIMV2
781,"Win32_PrinterDriver
",\ROOT\CIMV2
782,"Win32_PrinterDriverDll
",\ROOT\CIMV2
783,"Win32_PrinterSetting
",\ROOT\CIMV2
784,"Win32_PrinterShare
",\ROOT\CIMV2
785,"Win32_PrintJob
",\ROOT\CIMV2
786,"Win32_PrivilegesStatus
",\ROOT\CIMV2
787,"Win32_Process
",\ROOT\CIMV2
788,"Win32_Processor
",\ROOT\CIMV2
789,"Win32_ProcessStartTrace
",\ROOT\CIMV2
790,"Win32_ProcessStartup
",\ROOT\CIMV2
791,"Win32_ProcessStopTrace
",\ROOT\CIMV2
792,"Win32_ProcessTrace
",\ROOT\CIMV2
793,"Win32_Product
",\ROOT\CIMV2
794,"Win32_ProductCheck
",\ROOT\CIMV2
795,"Win32_ProductResource
",\ROOT\CIMV2
796,"Win32_ProductSoftwareFeatures
",\ROOT\CIMV2
797,"Win32_ProgIDSpecification
",\ROOT\CIMV2
798,"Win32_ProgramGroupContents
",\ROOT\CIMV2
799,"Win32_ProgramGroupOrItem
",\ROOT\CIMV2
800,"Win32_Property
",\ROOT\CIMV2
801,"Win32_ProtocolBinding
",\ROOT\CIMV2
802,"Win32_PublishComponentAction
",\ROOT\CIMV2
803,"Win32_QuickFixEngineering
",\ROOT\CIMV2
804,"Win32_QuotaSetting
",\ROOT\CIMV2
805,"Win32_Refrigeration
",\ROOT\CIMV2
806,"Win32_Registry
",\ROOT\CIMV2
807,"Win32_RegistryAction
",\ROOT\CIMV2
808,"Win32_Reliability
",\ROOT\CIMV2
809,"Win32_ReliabilityRecords
",\ROOT\CIMV2
810,"Win32_ReliabilityStabilityMetrics
",\ROOT\CIMV2
811,"Win32_RemoveFileAction
",\ROOT\CIMV2
812,"Win32_RemoveIniAction
",\ROOT\CIMV2
813,"Win32_ReserveCost
",\ROOT\CIMV2
814,"Win32_RoamingProfileBackgroundUploadParams
",\ROOT\CIMV2
815,"Win32_RoamingProfileMachineConfiguration
",\ROOT\CIMV2
816,"Win32_RoamingProfileSlowLinkParams
",\ROOT\CIMV2
817,"Win32_RoamingProfileUserConfiguration
",\ROOT\CIMV2
818,"Win32_RoamingUserHealthConfiguration
",\ROOT\CIMV2
819,"Win32_ScheduledJob
",\ROOT\CIMV2
820,"Win32_SCSIController
",\ROOT\CIMV2
821,"Win32_SCSIControllerDevice
",\ROOT\CIMV2
822,"Win32_SecurityDescriptor
",\ROOT\CIMV2
823,"Win32_SecurityDescriptorHelper
",\ROOT\CIMV2
824,"Win32_SecuritySetting
",\ROOT\CIMV2
825,"Win32_SecuritySettingAccess
",\ROOT\CIMV2
826,"Win32_SecuritySettingAuditing
",\ROOT\CIMV2
827,"Win32_SecuritySettingGroup
",\ROOT\CIMV2
828,"Win32_SecuritySettingOfLogicalFile
",\ROOT\CIMV2
829,"Win32_SecuritySettingOfLogicalShare
",\ROOT\CIMV2
830,"Win32_SecuritySettingOfObject
",\ROOT\CIMV2
831,"Win32_SecuritySettingOwner
",\ROOT\CIMV2
832,"Win32_SelfRegModuleAction
",\ROOT\CIMV2
833,"Win32_SerialPort
",\ROOT\CIMV2
834,"Win32_SerialPortConfiguration
",\ROOT\CIMV2
835,"Win32_SerialPortSetting
",\ROOT\CIMV2
836,"Win32_ServerConnection
",\ROOT\CIMV2
837,"Win32_ServerSession
",\ROOT\CIMV2
838,"Win32_Service
",\ROOT\CIMV2
839,"Win32_ServiceControl
",\ROOT\CIMV2
840,"Win32_ServiceSpecification
",\ROOT\CIMV2
841,"Win32_ServiceSpecificationService
",\ROOT\CIMV2
842,"Win32_Session
",\ROOT\CIMV2
843,"Win32_SessionConnection
",\ROOT\CIMV2
844,"Win32_SessionProcess
",\ROOT\CIMV2
845,"Win32_SessionResource
",\ROOT\CIMV2
846,"Win32_SettingCheck
",\ROOT\CIMV2
847,"Win32_ShadowBy
",\ROOT\CIMV2
848,"Win32_ShadowContext
",\ROOT\CIMV2
849,"Win32_ShadowCopy
",\ROOT\CIMV2
850,"Win32_ShadowDiffVolumeSupport
",\ROOT\CIMV2
851,"Win32_ShadowFor
",\ROOT\CIMV2
852,"Win32_ShadowOn
",\ROOT\CIMV2
853,"Win32_ShadowProvider
",\ROOT\CIMV2
854,"Win32_ShadowStorage
",\ROOT\CIMV2
855,"Win32_ShadowVolumeSupport
",\ROOT\CIMV2
856,"Win32_Share
",\ROOT\CIMV2
857,"Win32_ShareToDirectory
",\ROOT\CIMV2
858,"Win32_ShortcutAction
",\ROOT\CIMV2
859,"Win32_ShortcutFile
",\ROOT\CIMV2
860,"Win32_ShortcutSAP
",\ROOT\CIMV2
861,"Win32_SID
",\ROOT\CIMV2
862,"Win32_SIDandAttributes
",\ROOT\CIMV2
863,"Win32_SMBIOSMemory
",\ROOT\CIMV2
864,"Win32_SoftwareElement
",\ROOT\CIMV2
865,"Win32_SoftwareElementAction
",\ROOT\CIMV2
866,"Win32_SoftwareElementCheck
",\ROOT\CIMV2
867,"Win32_SoftwareElementCondition
",\ROOT\CIMV2
868,"Win32_SoftwareElementResource
",\ROOT\CIMV2
869,"Win32_SoftwareFeature
",\ROOT\CIMV2
870,"Win32_SoftwareFeatureAction
",\ROOT\CIMV2
871,"Win32_SoftwareFeatureCheck
",\ROOT\CIMV2
872,"Win32_SoftwareFeatureParent
",\ROOT\CIMV2
873,"Win32_SoftwareFeatureSoftwareElements
",\ROOT\CIMV2
874,"Win32_SoundDevice
",\ROOT\CIMV2
875,"Win32_StartupCommand
",\ROOT\CIMV2
876,"Win32_SubDirectory
",\ROOT\CIMV2
877,"Win32_SubSession
",\ROOT\CIMV2
878,"Win32_SystemAccount
",\ROOT\CIMV2
879,"Win32_SystemBIOS
",\ROOT\CIMV2
880,"Win32_SystemBootConfiguration
",\ROOT\CIMV2
881,"Win32_SystemConfigurationChangeEvent
",\ROOT\CIMV2
882,"Win32_SystemDesktop
",\ROOT\CIMV2
883,"Win32_SystemDevices
",\ROOT\CIMV2
884,"Win32_SystemDriver
",\ROOT\CIMV2
885,"Win32_SystemDriverPNPEntity
",\ROOT\CIMV2
886,"Win32_SystemEnclosure
",\ROOT\CIMV2
887,"Win32_SystemLoadOrderGroups
",\ROOT\CIMV2
888,"Win32_SystemMemoryResource
",\ROOT\CIMV2
889,"Win32_SystemNetworkConnections
",\ROOT\CIMV2
890,"Win32_SystemOperatingSystem
",\ROOT\CIMV2
891,"Win32_SystemPartitions
",\ROOT\CIMV2
892,"Win32_SystemProcesses
",\ROOT\CIMV2
893,"Win32_SystemProgramGroups
",\ROOT\CIMV2
894,"Win32_SystemResources
",\ROOT\CIMV2
895,"Win32_SystemServices
",\ROOT\CIMV2
896,"Win32_SystemSetting
",\ROOT\CIMV2
897,"Win32_SystemSlot
",\ROOT\CIMV2
898,"Win32_SystemSystemDriver
",\ROOT\CIMV2
899,"Win32_SystemTimeZone
",\ROOT\CIMV2
900,"Win32_SystemTrace
",\ROOT\CIMV2
901,"Win32_SystemUsers
",\ROOT\CIMV2
902,"Win32_TapeDrive
",\ROOT\CIMV2
903,"Win32_TCPIPPrinterPort
",\ROOT\CIMV2
904,"Win32_TemperatureProbe
",\ROOT\CIMV2
905,"Win32_TerminalService
",\ROOT\CIMV2
906,"Win32_Thread
",\ROOT\CIMV2
907,"Win32_ThreadStartTrace
",\ROOT\CIMV2
908,"Win32_ThreadStopTrace
",\ROOT\CIMV2
909,"Win32_ThreadTrace
",\ROOT\CIMV2
910,"Win32_TimeZone
",\ROOT\CIMV2
911,"Win32_TokenGroups
",\ROOT\CIMV2
912,"Win32_TokenPrivileges
",\ROOT\CIMV2
913,"Win32_Trustee
",\ROOT\CIMV2
914,"Win32_TypeLibraryAction
",\ROOT\CIMV2
915,"Win32_USBController
",\ROOT\CIMV2
916,"Win32_USBControllerDevice
",\ROOT\CIMV2
917,"Win32_USBHub
",\ROOT\CIMV2
918,"Win32_UserAccount
",\ROOT\CIMV2
919,"Win32_UserDesktop
",\ROOT\CIMV2
920,"Win32_UserInDomain
",\ROOT\CIMV2
921,"Win32_UserProfile
",\ROOT\CIMV2
922,"Win32_UserStateConfigurationControls
",\ROOT\CIMV2
923,"Win32_UTCTime
",\ROOT\CIMV2
924,"Win32_VideoConfiguration
",\ROOT\CIMV2
925,"Win32_VideoController
",\ROOT\CIMV2
926,"Win32_VideoSettings
",\ROOT\CIMV2
927,"Win32_VoltageProbe
",\ROOT\CIMV2
928,"Win32_Volume
",\ROOT\CIMV2
929,"Win32_VolumeChangeEvent
",\ROOT\CIMV2
930,"Win32_VolumeQuota
",\ROOT\CIMV2
931,"Win32_VolumeQuotaSetting
",\ROOT\CIMV2
932,"Win32_VolumeUserQuota
",\ROOT\CIMV2
933,"Win32_WinSAT
",\ROOT\CIMV2
934,"Win32_WMIElementSetting
",\ROOT\CIMV2
935,"Win32_WMISetting
",\ROOT\CIMV2
936,"__AbsoluteTimerInstruction
",\ROOT\CIMV2\mdm
937,"__ACE
",\ROOT\CIMV2\mdm
938,"__AggregateEvent
",\ROOT\CIMV2\mdm
939,"__ClassCreationEvent
",\ROOT\CIMV2\mdm
940,"__ClassDeletionEvent
",\ROOT\CIMV2\mdm
941,"__ClassModificationEvent
",\ROOT\CIMV2\mdm
942,"__ClassOperationEvent
",\ROOT\CIMV2\mdm
943,"__ClassProviderRegistration
",\ROOT\CIMV2\mdm
944,"__ConsumerFailureEvent
",\ROOT\CIMV2\mdm
945,"__Event
",\ROOT\CIMV2\mdm
946,"__EventConsumer
",\ROOT\CIMV2\mdm
947,"__EventConsumerProviderRegistration
",\ROOT\CIMV2\mdm
948,"__EventDroppedEvent
",\ROOT\CIMV2\mdm
949,"__EventFilter
",\ROOT\CIMV2\mdm
950,"__EventGenerator
",\ROOT\CIMV2\mdm
951,"__EventProviderRegistration
",\ROOT\CIMV2\mdm
